"Service Name","Port Number","Transport Protocol","Description","is_legit"
"entexthigh","12002","udp","IBM Enterprise Extender SNA COS High Priority","false"
"entextmed","12003","tcp","IBM Enterprise Extender SNA COS Medium Priority","false"
"entextmed","12003","udp","IBM Enterprise Extender SNA COS Medium Priority","false"
"entextlow","12004","tcp","IBM Enterprise Extender SNA COS Low Priority","false"
"entextlow","12004","udp","IBM Enterprise Extender SNA COS Low Priority","false"
"dbisamserver1","12005","tcp","DBISAM Database Server - Regular","false"
"dbisamserver1","12005","udp","DBISAM Database Server - Regular","false"
"dbisamserver2","12006","tcp","DBISAM Database Server - Admin","false"
"dbisamserver2","12006","udp","DBISAM Database Server - Admin","false"
"accuracer","12007","tcp","Accuracer Database System Server","false"
"accuracer","12007","udp","Accuracer Database System Server","false"
"accuracer-dbms","12008","tcp","Accuracer Database System Admin","false"
"accuracer-dbms","12008","udp","Accuracer Database System Admin","false"
"","12009","tcp","Reserved","false"
"ghvpn","12009","udp","Green Hills VPN","false"
"edbsrvr","12010","tcp","ElevateDB Server","false"
"","12010","udp","Reserved","false"
"","12011","","Unassigned","false"
"vipera","12012","tcp","Vipera Messaging Service","false"
"vipera","12012","udp","Vipera Messaging Service","false"
"vipera-ssl","12013","tcp","Vipera Messaging Service over SSL Communication","false"
"vipera-ssl","12013","udp","Vipera Messaging Service over SSL Communication","false"
"rets-ssl","12109","tcp","RETS over SSL","false"
"rets-ssl","12109","udp","RETS over SSL","false"
"nupaper-ss","12121","tcp","NuPaper Session Service","false"
"nupaper-ss","12121","udp","NuPaper Session Service","false"
"cawas","12168","tcp","CA Web Access Service","false"
"cawas","12168","udp","CA Web Access Service","false"
"hivep","12172","tcp","HiveP","false"
"hivep","12172","udp","HiveP","false"
"linogridengine","12300","tcp","LinoGrid Engine","false"
"linogridengine","12300","udp","LinoGrid Engine","false"
"","12301","","Unassigned","false"
"rads","12302","tcp","""Remote Administration Daemon (RAD) is a system service that offers secure","false"
"","12302","udp","Reserved","false"
"warehouse-sss","12321","tcp","Warehouse Monitoring Syst SSS","false"
"warehouse-sss","12321","udp","Warehouse Monitoring Syst SSS","false"
"warehouse","12322","tcp","Warehouse Monitoring Syst","false"
"warehouse","12322","udp","Warehouse Monitoring Syst","false"
"italk","12345","tcp","Italk Chat System","false"
"italk","12345","udp","Italk Chat System","false"
"carb-repl-ctrl","12546","tcp","Carbonite Server Replication Control","false"
"","12546","udp","Reserved","false"
"tsaf","12753","tcp","tsaf port","false"
"tsaf","12753","udp","tsaf port","false"
"netperf","12865","tcp","control port for the netperf benchmark","false"
"","12865","udp","Reserved","false"
"i-zipqd","13160","tcp","I-ZIPQD","false"
"i-zipqd","13160","udp","I-ZIPQD","false"
"bcslogc","13216","tcp","Black Crow Software application logging","false"
"bcslogc","13216","udp","Black Crow Software application logging","false"
"rs-pias","13217","tcp","R&S Proxy Installation Assistant Service","false"
"rs-pias","13217","udp","R&S Proxy Installation Assistant Service","false"
"emc-vcas-tcp","13218","tcp","EMC Virtual CAS Service","false"
"emc-vcas-udp","13218","udp","EMV Virtual CAS Service Discovery","false"
"powwow-client","13223","tcp","PowWow Client","false"
"powwow-client","13223","udp","PowWow Client","false"
"powwow-server","13224","tcp","PowWow Server","false"
"powwow-server","13224","udp","PowWow Server","false"
"doip-data","13400","tcp","DoIP Data","false"
"doip-disc","13400","udp","DoIP Discovery","false"
"bprd","13720","tcp","BPRD Protocol (VERITAS NetBackup)","false"
"bprd","13720","udp","BPRD Protocol (VERITAS NetBackup)","false"
"bpdbm","13721","tcp","BPDBM Protocol (VERITAS NetBackup)","false"
"bpdbm","13721","udp","BPDBM Protocol (VERITAS NetBackup)","false"
"bpjava-msvc","13722","tcp","BP Java MSVC Protocol","false"
"bpjava-msvc","13722","udp","BP Java MSVC Protocol","false"
"","13723","","Unassigned","false"
"vnetd","13724","tcp","Veritas Network Utility","false"
"vnetd","13724","udp","Veritas Network Utility","false"
"bpcd","13782","tcp","VERITAS NetBackup","false"
"bpcd","13782","udp","VERITAS NetBackup","false"
"vopied","13783","tcp","VOPIED Protocol","false"
"vopied","13783","udp","VOPIED Protocol","false"
"","13784","","Unassigned","false"
"nbdb","13785","tcp","NetBackup Database","false"
"nbdb","13785","udp","NetBackup Database","false"
"nomdb","13786","tcp","Veritas-nomdb","false"
"nomdb","13786","udp","Veritas-nomdb","false"
"dsmcc-config","13818","tcp","DSMCC Config","false"
"dsmcc-config","13818","udp","DSMCC Config","false"
"dsmcc-session","13819","tcp","DSMCC Session Messages","false"
"dsmcc-session","13819","udp","DSMCC Session Messages","false"
"dsmcc-passthru","13820","tcp","DSMCC Pass-Thru Messages","false"
"dsmcc-passthru","13820","udp","DSMCC Pass-Thru Messages","false"
"dsmcc-download","13821","tcp","DSMCC Download Protocol","false"
"dsmcc-download","13821","udp","DSMCC Download Protocol","false"
"dsmcc-ccp","13822","tcp","DSMCC Channel Change Protocol","false"
"dsmcc-ccp","13822","udp","DSMCC Channel Change Protocol","false"
"bmdss","13823","tcp","Blackmagic Design Streaming Server","false"
"","13823","udp","Reserved","false"
"a-trust-rpc","13832","tcp","Certificate Management and Issuing","false"
"","13832","udp","Reserved","false"
"ucontrol","13894","tcp","Ultimate Control communication protocol","false"
"ucontrol","13894","udp","Ultimate Control communication protocol","false"
"dta-systems","13929","tcp","D-TA SYSTEMS","false"
"dta-systems","13929","udp","D-TA SYSTEMS","false"
"medevolve","13930","tcp","MedEvolve Port Requester","false"
"","13930","udp","Reserved","false"
"scotty-ft","14000","tcp","SCOTTY High-Speed Filetransfer","false"
"scotty-ft","14000","udp","SCOTTY High-Speed Filetransfer","false"
"sua","14001","tcp","SUA","false"
"sua","14001","udp","De-Registered","false"
"sua","14001","sctp","SUA","false"
"scotty-disc","14002","udp","Discovery of a SCOTTY hardware codec board","false"
"","14002","tcp","Reserved","false"
"sage-best-com1","14033","tcp","sage Best! Config Server 1","false"
"sage-best-com1","14033","udp","sage Best! Config Server 1","false"
"sage-best-com2","14034","tcp","sage Best! Config Server 2","false"
"sage-best-com2","14034","udp","sage Best! Config Server 2","false"
"vcs-app","14141","tcp","VCS Application","false"
"vcs-app","14141","udp","VCS Application","false"
"icpp","14142","tcp","IceWall Cert Protocol","false"
"icpp","14142","udp","IceWall Cert Protocol","false"
"icpps","14143","tcp","IceWall Cert Protocol over TLS","false"
"","14143","udp","Reserved","false"
"","14144","","Unassigned","false"
"gcm-app","14145","tcp","GCM Application","false"
"gcm-app","14145","udp","GCM Application","false"
"vrts-tdd","14149","tcp","Veritas Traffic Director","false"
"vrts-tdd","14149","udp","Veritas Traffic Director","false"
"vcscmd","14150","tcp","Veritas Cluster Server Command Server","false"
"","14150","udp","Reserved","false"
"vad","14154","tcp","Veritas Application Director","false"
"vad","14154","udp","Veritas Application Director","false"
"cps","14250","tcp","Fencing Server","false"
"cps","14250","udp","Fencing Server","false"
"ca-web-update","14414","tcp","CA eTrust Web Update Service","false"
"ca-web-update","14414","udp","CA eTrust Web Update Service","false"
"xpra","14500","tcp","xpra network protocol","false"
"","14500","udp","Reserved","false"
"hde-lcesrvr-1","14936","tcp","hde-lcesrvr-1","false"
"hde-lcesrvr-1","14936","udp","hde-lcesrvr-1","false"
"hde-lcesrvr-2","14937","tcp","hde-lcesrvr-2","false"
"hde-lcesrvr-2","14937","udp","hde-lcesrvr-2","false"
"hydap","15000","tcp","Hypack Data Aquisition","false"
"hydap","15000","udp","Hypack Data Aquisition","false"
"","15001","","Unassigned","false"
"onep-tls","15002","tcp","Open Network Environment TLS","false"
"","15002","udp","Reserved","false"
"","15118","tcp","Reserved","false"
"v2g-secc","15118","udp","v2g Supply Equipment Communication Controller Discovery Protocol","false"
"xpilot","15345","tcp","XPilot Contact Port","false"
"xpilot","15345","udp","XPilot Contact Port","false"
"3link","15363","tcp","3Link Negotiation","false"
"3link","15363","udp","3Link Negotiation","false"
"cisco-snat","15555","tcp","Cisco Stateful NAT","false"
"cisco-snat","15555","udp","Cisco Stateful NAT","false"
"bex-xr","15660","tcp","Backup Express Restore Server","false"
"bex-xr","15660","udp","Backup Express Restore Server","false"
"ptp","15740","tcp","Picture Transfer Protocol","false"
"ptp","15740","udp","Picture Transfer Protocol","false"
"","15998","tcp","Reserved","false"
"2ping","15998","udp","2ping Bi-Directional Ping Service","false"
"programmar","15999","tcp","ProGrammar Enterprise","false"
"","15999","udp","Reserved","false"
"fmsas","16000","tcp","Administration Server Access","false"
"","16000","udp","Reserved","false"
"fmsascon","16001","tcp","Administration Server Connector","false"
"","16001","udp","Reserved","false"
"gsms","16002","tcp","GoodSync Mediation Service","false"
"","16002","udp","Reserved","false"
"","16003","tcp","Reserved","false"
"alfin","16003","udp","Automation and Control by REGULACE.ORG","false"
"jwpc","16020","tcp","Filemaker Java Web Publishing Core","false"
"","16020","udp","Reserved","false"
"jwpc-bin","16021","tcp","Filemaker Java Web Publishing Core Binary","false"
"","16021","udp","Reserved","false"
"sun-sea-port","16161","tcp","Solaris SEA Port","false"
"sun-sea-port","16161","udp","Solaris SEA Port","false"
"solaris-audit","16162","tcp","Solaris Audit - secure remote audit log","false"
"","16162","udp","Reserved","false"
"etb4j","16309","tcp","etb4j","false"
"etb4j","16309","udp","etb4j","false"
"pduncs","16310","tcp","""Policy Distribute","false"
"pduncs","16310","udp","""Policy Distribute","false"
"pdefmns","16311","tcp","Policy definition and update management","false"
"pdefmns","16311","udp","Policy definition and update management","false"
"netserialext1","16360","tcp","Network Serial Extension Ports One","false"
"netserialext1","16360","udp","Network Serial Extension Ports One","false"
"netserialext2","16361","tcp","Network Serial Extension Ports Two","false"
"netserialext2","16361","udp","Network Serial Extension Ports Two","false"
"netserialext3","16367","tcp","Network Serial Extension Ports Three","false"
"netserialext3","16367","udp","Network Serial Extension Ports Three","false"
"netserialext4","16368","tcp","Network Serial Extension Ports Four","false"
"netserialext4","16368","udp","Network Serial Extension Ports Four","false"
"connected","16384","tcp","Connected Corp","false"
"connected","16384","udp","Connected Corp","false"
"rdgs","16385","tcp","Reliable Datagram Sockets","false"
"","16385","udp","Reserved","false"
"xoms","16619","tcp","X509 Objects Management Service","false"
"","16619","udp","Reserved","false"
"axon-tunnel","16665","tcp","Reliable multipath data transport for high latencies","false"
"","16665","udp","Reserved","false"
"","16666","tcp","Reserved","false"
"vtp","16666","udp","Vidder Tunnel Protocol","false"
"cadsisvr","16789","tcp","This server provides callable services to mainframe External Security Managers from any TCP/IP platform","false"
"","16789","udp","Reserved","false"
"newbay-snc-mc","16900","tcp","Newbay Mobile Client Update Service","false"
"newbay-snc-mc","16900","udp","Newbay Mobile Client Update Service","false"
"sgcip","16950","tcp","Simple Generic Client Interface Protocol","false"
"sgcip","16950","udp","Simple Generic Client Interface Protocol","false"
"intel-rci-mp","16991","tcp","INTEL-RCI-MP","false"
"intel-rci-mp","16991","udp","INTEL-RCI-MP","false"
"amt-soap-http","16992","tcp","Intel(R) AMT SOAP/HTTP","false"
"amt-soap-http","16992","udp","Intel(R) AMT SOAP/HTTP","false"
"amt-soap-https","16993","tcp","Intel(R) AMT SOAP/HTTPS","false"
"amt-soap-https","16993","udp","Intel(R) AMT SOAP/HTTPS","false"
"amt-redir-tcp","16994","tcp","Intel(R) AMT Redirection/TCP","false"
"amt-redir-tcp","16994","udp","Intel(R) AMT Redirection/TCP","false"
"amt-redir-tls","16995","tcp","Intel(R) AMT Redirection/TLS","false"
"amt-redir-tls","16995","udp","Intel(R) AMT Redirection/TLS","false"
"isode-dua","17007","tcp","","false"
"isode-dua","17007","udp","","false"
"ncpu","17010","tcp","Plan 9 cpu port","false"
"","17010","udp","Reserved","false"
"vestasdlp","17184","tcp","Vestas Data Layer Protocol","false"
"","17184","udp","Reserved","false"
"soundsvirtual","17185","tcp","Sounds Virtual","false"
"soundsvirtual","17185","udp","Sounds Virtual","false"
"chipper","17219","tcp","Chipper","false"
"chipper","17219","udp","Chipper","false"
"avtp","17220","tcp","IEEE 1722 Transport Protocol for Time Sensitive Applications","false"
"avtp","17220","udp","IEEE 1722 Transport Protocol for Time Sensitive Applications","false"
"avdecc","17221","tcp","""IEEE 1722.1 AVB Discovery","false"
"avdecc","17221","udp","""IEEE 1722.1 AVB Discovery","false"
"","17222","tcp","Reserved","false"
"cpsp","17222","udp","Control Plane Synchronization Protocol (SPSP)","false"
"isa100-gci","17223","tcp","ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application","false"
"","17223","udp","Reserved","false"
"trdp-pd","17224","udp","Train Realtime Data Protocol (TRDP) Process Data","false"
"","17224","tcp","Reserved","false"
"trdp-md","17225","tcp","Train Realtime Data Protocol (TRDP) Message Data","false"
"trdp-md","17225","udp","Train Realtime Data Protocol (TRDP) Message Data","false"
"integrius-stp","17234","tcp","Integrius Secure Tunnel Protocol","false"
"integrius-stp","17234","udp","Integrius Secure Tunnel Protocol","false"
"ssh-mgmt","17235","tcp","SSH Tectia Manager","false"
"ssh-mgmt","17235","udp","SSH Tectia Manager","false"
"db-lsp","17500","tcp","Dropbox LanSync Protocol","false"
"db-lsp-disc","17500","udp","Dropbox LanSync Discovery","false"
"ailith","17555","tcp","Ailith management of routers","false"
"","17555","udp","Reserved","false"
"ea","17729","tcp","Eclipse Aviation","false"
"ea","17729","udp","Eclipse Aviation","false"
"zep","17754","tcp","Encap. ZigBee Packets","false"
"zep","17754","udp","Encap. ZigBee Packets","false"
"zigbee-ip","17755","tcp","ZigBee IP Transport Service","false"
"zigbee-ip","17755","udp","ZigBee IP Transport Service","false"
"zigbee-ips","17756","tcp","ZigBee IP Transport Secure Service","false"
"zigbee-ips","17756","udp","ZigBee IP Transport Secure Service","false"
"sw-orion","17777","tcp","SolarWinds Orion","false"
"","17777","udp","Reserved","false"
"biimenu","18000","tcp","""Beckman Instruments","false"
"biimenu","18000","udp","""Beckman Instruments","false"
"radpdf","18104","tcp","RAD PDF Service","false"
"","18104","udp","Reserved","false"
"racf","18136","tcp","z/OS Resource Access Control Facility","false"
"","18136","udp","Reserved","false"
"opsec-cvp","18181","tcp","OPSEC CVP","false"
"opsec-cvp","18181","udp","OPSEC CVP","false"
"opsec-ufp","18182","tcp","OPSEC UFP","false"
"opsec-ufp","18182","udp","OPSEC UFP","false"
"opsec-sam","18183","tcp","OPSEC SAM","false"
"opsec-sam","18183","udp","OPSEC SAM","false"
"opsec-lea","18184","tcp","OPSEC LEA","false"
"opsec-lea","18184","udp","OPSEC LEA","false"
"opsec-omi","18185","tcp","OPSEC OMI","false"
"opsec-omi","18185","udp","OPSEC OMI","false"
"ohsc","18186","tcp","Occupational Health SC","false"
"ohsc","18186","udp","Occupational Health Sc","false"
"opsec-ela","18187","tcp","OPSEC ELA","false"
"opsec-ela","18187","udp","OPSEC ELA","false"
"checkpoint-rtm","18241","tcp","Check Point RTM","false"
